x,y
1.666666666666666774e-03,1.384016489951993539e-03
2.500000000000000052e-03,1.327901049698312777e-03
3.333333333333333547e-03,1.271307087719588270e-03
4.166666666666666609e-03,1.217160483114059942e-03
5.000000000000000104e-03,1.166804570638858233e-03
5.833333333333333599e-03,1.120757029208298110e-03
6.666666666666667095e-03,1.079087101048349434e-03
7.500000000000000590e-03,1.041635169125536449e-03
8.333333333333333218e-03,1.008125011363503361e-03
9.166666666666666713e-03,9.782303806377412331e-04
1.000000000000000021e-02,9.516231252186645043e-04
1.083333333333333370e-02,9.279729911032479723e-04
1.166666666666666720e-02,9.069654032387752980e-04
1.250000000000000069e-02,8.883133994797529380e-04
1.333333333333333419e-02,8.717610183923107632e-04
1.416666666666666768e-02,8.570746887145650741e-04
1.500000000000000118e-02,8.440589198964321008e-04
1.583333333333333467e-02,8.325309294727299561e-04
1.666666666666666644e-02,8.223197235025537241e-04
1.750000000000000167e-02,8.132704249343816793e-04
1.833333333333333343e-02,8.052545091823536550e-04
1.916666666666666866e-02,7.981558794038371221e-04
2.000000000000000042e-02,7.918717537463026588e-04
2.083333333333333565e-02,7.863246171963264109e-04
2.166666666666666741e-02,7.814333645783872254e-04
2.250000000000000264e-02,7.771189875052652045e-04
2.333333333333333440e-02,7.733123091306429164e-04
2.416666666666666963e-02,7.699578175436778710e-04
2.500000000000000139e-02,7.670044733985038323e-04
2.583333333333333662e-02,7.644212800047160737e-04
2.666666666666666838e-02,7.621693328410638875e-04
2.750000000000000014e-02,7.602009314714091659e-04
2.833333333333333537e-02,7.584818450129691882e-04
2.916666666666666713e-02,7.569838977344736999e-04
3.000000000000000236e-02,7.556784995691947929e-04
3.083333333333333412e-02,7.545454548771947422e-04
3.166666666666666935e-02,7.535621757296528814e-04
3.250000000000000111e-02,7.527116816335002779e-04
3.333333333333333287e-02,7.519768100401945463e-04
3.416666666666667157e-02,7.513466047566521580e-04
3.500000000000000333e-02,7.508097494484059636e-04
3.583333333333333509e-02,7.503564357287289058e-04
3.666666666666666685e-02,7.499762681472657479e-04
3.750000000000000555e-02,7.496608523520078508e-04
3.833333333333333731e-02,7.494034051690113456e-04
3.916666666666666907e-02,7.491950025953805336e-04
4.000000000000000083e-02,7.490279525271987008e-04
4.083333333333333259e-02,7.489003792968023428e-04
4.166666666666667129e-02,7.488072507762360283e-04
4.250000000000000305e-02,7.487485932842249513e-04
4.333333333333333481e-02,7.487166334850471529e-04
4.416666666666666657e-02,7.487088637294008831e-04
4.500000000000000527e-02,7.487220161995453453e-04
4.583333333333333703e-02,7.487526071554592537e-04
4.666666666666666879e-02,7.488031328556866636e-04
4.750000000000000056e-02,7.488711259536497654e-04
4.833333333333333925e-02,7.489546847994997926e-04
4.916666666666667102e-02,7.490518253421466583e-04
5.000000000000000278e-02,7.491573728297565120e-04
5.083333333333333454e-02,7.492705334775069757e-04
5.166666666666667324e-02,7.493912920567370522e-04
5.250000000000000500e-02,7.495207004968774565e-04
5.333333333333333676e-02,7.496556097993967464e-04
5.416666666666666852e-02,7.497947869936824866e-04
5.500000000000000028e-02,7.499387048025207229e-04
5.583333333333333898e-02,7.500882103022488059e-04
5.666666666666667074e-02,7.502430727104403632e-04
5.750000000000000250e-02,7.504019008503890094e-04
5.833333333333333426e-02,7.505627985759481813e-04
