x,y
1.666666666666666774e-03,1.386118282634681270e-03
2.500000000000000052e-03,1.332782565351032285e-03
3.333333333333333547e-03,1.278053207372703342e-03
4.166666666666666609e-03,1.225008319682505164e-03
5.000000000000000104e-03,1.175402215542215457e-03
5.833333333333333599e-03,1.130041425757434331e-03
6.666666666666667095e-03,1.089127576594436974e-03
7.500000000000000590e-03,1.052563077106082653e-03
8.333333333333333218e-03,1.019983282158699531e-03
9.166666666666666713e-03,9.915196911042863798e-04
1.000000000000000021e-02,9.665141720761021970e-04
1.083333333333333370e-02,9.443795956137140219e-04
1.166666666666666720e-02,9.249162480847215135e-04
1.250000000000000069e-02,9.077452770412249797e-04
1.333333333333333419e-02,8.925244702672831308e-04
1.416666666666666768e-02,8.791059359756427279e-04
1.500000000000000118e-02,8.674051148049457356e-04
1.583333333333333467e-02,8.572414713086857780e-04
1.666666666666666644e-02,8.484520297419533398e-04
1.750000000000000167e-02,8.409324378811146869e-04
1.833333333333333343e-02,8.345287521175339058e-04
1.916666666666666866e-02,8.290722142773202050e-04
2.000000000000000042e-02,8.244816647179640037e-04
2.083333333333333565e-02,8.206208599032760670e-04
2.166666666666666741e-02,8.176476508268263645e-04
2.250000000000000264e-02,8.155356577352974781e-04
2.333333333333333440e-02,8.140814440689652211e-04
2.416666666666666963e-02,8.131503188191542423e-04
2.500000000000000139e-02,8.126029816870225216e-04
2.583333333333333662e-02,8.123704767019063319e-04
2.666666666666666838e-02,8.124899955649679279e-04
2.750000000000000014e-02,8.131480808413717653e-04
2.833333333333333537e-02,8.141201483140645800e-04
2.916666666666666713e-02,8.153641509015444695e-04
3.000000000000000236e-02,8.167239853973420590e-04
3.083333333333333412e-02,8.181206045451185896e-04
3.166666666666666935e-02,8.196906789393451544e-04
3.250000000000000111e-02,8.214877153287408794e-04
3.333333333333333287e-02,8.235204918250825078e-04
3.416666666666667157e-02,8.255818345163463620e-04
3.500000000000000333e-02,8.275740063519166885e-04
3.583333333333333509e-02,8.294111271244358199e-04
3.666666666666666685e-02,8.313137558197646049e-04
3.750000000000000555e-02,8.341172023652183290e-04
3.833333333333333731e-02,8.371866686383517891e-04
3.916666666666666907e-02,8.410821062070541598e-04
4.000000000000000083e-02,8.447463190067560756e-04
4.083333333333333259e-02,8.480306891927383035e-04
4.166666666666667129e-02,8.523731172055360947e-04
4.250000000000000305e-02,8.570403364946745659e-04
4.333333333333333481e-02,8.618670536001772414e-04
4.416666666666666657e-02,8.667795885305890936e-04
4.500000000000000527e-02,8.715861108926640155e-04
4.583333333333333703e-02,8.763687939420972692e-04
4.666666666666666879e-02,8.812305424837419462e-04
4.750000000000000056e-02,8.862796699236703737e-04
4.833333333333333925e-02,8.914608447791412321e-04
4.916666666666667102e-02,8.963324971482866318e-04
5.000000000000000278e-02,9.008257941076348559e-04
5.083333333333333454e-02,9.051240583829388807e-04
5.166666666666667324e-02,9.094120965545676857e-04
5.250000000000000500e-02,9.139072451265116892e-04
5.333333333333333676e-02,9.186488543846751953e-04
5.416666666666666852e-02,9.234330167473007913e-04
5.500000000000000028e-02,9.285400004464798183e-04
5.583333333333333898e-02,9.339806544774712947e-04
5.666666666666667074e-02,9.395160943463322280e-04
5.750000000000000250e-02,9.445747446038081901e-04
5.833333333333333426e-02,9.478683318698188833e-04
5.916666666666667296e-02,9.510830192903592687e-04
6.000000000000000472e-02,9.550839704724011338e-04
6.083333333333333648e-02,9.599349417105348167e-04
6.166666666666666824e-02,9.655212929457113093e-04
6.250000000000000000e-02,9.708125744985941384e-04
6.333333333333333870e-02,9.757242394156610951e-04
6.416666666666667740e-02,9.808932934484179515e-04
6.500000000000000222e-02,9.864828127007689920e-04
6.583333333333334092e-02,9.925706329351614409e-04
6.666666666666666574e-02,9.991055479919947954e-04
6.750000000000000444e-02,1.005988759045535821e-03
6.833333333333334314e-02,1.012607262017778788e-03
6.916666666666666796e-02,1.018770357182331460e-03
7.000000000000000666e-02,1.024253774633242242e-03
7.083333333333333148e-02,1.029129959761145279e-03
7.166666666666667018e-02,1.034358121172687314e-03
7.250000000000000888e-02,1.040248950250979377e-03
7.333333333333333370e-02,1.044403683739168970e-03
7.416666666666667240e-02,1.048614838425058777e-03
7.500000000000001110e-02,1.053044480557292252e-03
7.583333333333333592e-02,1.056990805011211827e-03
7.666666666666667462e-02,1.062097601160365973e-03
7.749999999999999944e-02,1.063303083245833655e-03
7.833333333333333814e-02,1.065636544221769660e-03
7.916666666666667684e-02,1.072413543321225175e-03
8.000000000000000167e-02,1.081652234163272110e-03
8.083333333333334036e-02,1.092126735032971675e-03
8.166666666666666519e-02,1.102481068437681727e-03
8.250000000000000389e-02,1.110642308653270053e-03
8.333333333333334259e-02,1.118443355405785529e-03
8.416666666666666741e-02,1.126922178769542392e-03
8.500000000000000611e-02,1.134864215908443653e-03
8.583333333333334481e-02,7.915373888405082209e-04
8.666666666666666963e-02,3.345192316216365029e-04
8.750000000000000833e-02,1.034497881502492662e-04
8.833333333333333315e-02,5.069686642215759636e-04
8.916666666666667185e-02,8.702656013979928780e-04
9.000000000000001055e-02,1.191938043519128430e-03
9.083333333333333537e-02,1.500824761741921488e-03
9.166666666666667407e-02,1.766552667091858975e-03
9.250000000000001277e-02,2.008962085926412674e-03
9.333333333333333759e-02,2.219027052535841281e-03
9.416666666666667629e-02,2.405722133819555592e-03
9.500000000000000111e-02,2.562721828662627675e-03
9.583333333333333981e-02,2.705767762316439989e-03
9.666666666666667851e-02,2.825855630258227932e-03
9.750000000000000333e-02,2.964002745621885284e-03
9.833333333333334203e-02,3.079872228479585070e-03
9.916666666666666685e-02,3.183117127815711205e-03
1.000000000000000056e-01,3.266816489452906234e-03
1.008333333333333443e-01,3.335869608610760734e-03
1.016666666666666691e-01,3.396614034386536210e-03
1.025000000000000078e-01,3.446787510377340418e-03
1.033333333333333465e-01,3.488082859860222509e-03
1.041666666666666713e-01,3.520946652278913666e-03
1.050000000000000100e-01,3.549053491977884143e-03
1.058333333333333348e-01,3.566556113023802797e-03
1.066666666666666735e-01,3.595556908271228813e-03
1.075000000000000122e-01,3.636685451078707984e-03
1.083333333333333370e-01,3.670569866590843184e-03
1.091666666666666757e-01,3.692917051799277095e-03
1.100000000000000006e-01,3.716031583918831972e-03
1.108333333333333393e-01,3.725206695523083575e-03
1.116666666666666780e-01,3.741388767721541726e-03
1.125000000000000028e-01,3.744996917912649971e-03
1.133333333333333415e-01,3.756304863481168318e-03
1.141666666666666802e-01,3.775761831668290099e-03
1.150000000000000050e-01,3.790941955547437112e-03
1.158333333333333437e-01,3.804357598720759567e-03
1.166666666666666685e-01,3.819996266982531117e-03
1.175000000000000072e-01,3.822631746246571861e-03
1.183333333333333459e-01,3.820987460254663022e-03
1.191666666666666707e-01,3.819550221749439672e-03
1.200000000000000094e-01,3.814775891034949233e-03
1.208333333333333343e-01,3.834192617606169487e-03
1.216666666666666730e-01,3.855656423809016367e-03
1.225000000000000117e-01,3.870771535436148391e-03
1.233333333333333365e-01,3.883943630563478980e-03
1.241666666666666752e-01,3.887798898481928649e-03
1.250000000000000000e-01,3.886764218440840087e-03
1.258333333333333526e-01,3.885947415221682397e-03
1.266666666666666774e-01,3.877687192477756711e-03
1.275000000000000022e-01,3.869681434608810127e-03
1.283333333333333548e-01,3.862652289050483474e-03
1.291666666666666796e-01,3.855371245086946196e-03
1.300000000000000044e-01,3.873795625445018015e-03
1.308333333333333293e-01,3.890946850652536853e-03
1.316666666666666818e-01,3.898115215062184381e-03
1.325000000000000067e-01,3.900136278083906824e-03
1.333333333333333315e-01,3.905083332912488974e-03
1.341666666666666841e-01,3.857331111912470911e-03
1.350000000000000089e-01,3.835199479917867672e-03
1.358333333333333337e-01,3.859988361776745674e-03
1.366666666666666863e-01,3.875196885124669761e-03
1.375000000000000111e-01,3.896217965313388248e-03
1.383333333333333359e-01,3.903747038724021332e-03
1.391666666666666885e-01,3.905758326179638914e-03
1.400000000000000133e-01,3.829108990046355132e-03
1.408333333333333381e-01,3.862256844709577135e-03
1.416666666666666630e-01,3.732439105218529358e-03
1.425000000000000155e-01,3.757489515560959083e-03
1.433333333333333404e-01,3.785311309672568375e-03
1.441666666666666652e-01,3.812932128695493278e-03
1.450000000000000178e-01,3.777881343806979274e-03
1.458333333333333426e-01,3.828366642784211855e-03
1.466666666666666674e-01,3.738501028158619077e-03
1.475000000000000200e-01,3.613563380441408169e-03
1.483333333333333448e-01,3.635469513675264330e-03
1.491666666666666696e-01,3.631920864102671648e-03
1.500000000000000222e-01,3.638244750228935079e-03
1.508333333333333470e-01,3.707361094303049907e-03
1.516666666666666718e-01,3.709748480669354705e-03
1.524999999999999967e-01,3.557008494450016912e-03
1.533333333333333492e-01,3.651105980163985975e-03
